Id;codigo;nome;razao_social;email;telefone;tipo_negocio;grupo_negocio;rua;numero;cep;bairro;complemento;cidade;estado;pais;cnpj;inscricao_estadual;observacao;data_criacao;dia_pagamento;status;data_inativo;atendimentos_agendados;atendimentos_atrasados;atendimentos_finalizados;frequencia_coleta
10001855;61;Bamboo Restaurante Japones;Bamboo Restaurante Japones;;1633576887;;;Av Maua;364;00000-000;;Entre a 1 e a 0;Araraquara;SP;Brasil;;;Prazo;12/09/2012;;Deletado;;;;;
10001856;;BAR BURGUER;BAR BURGUER;;(16) 3014-0506;;;Rua Gonçalves Dias;1684;14801290;Centro;até 1899/1900;Araraquara;SP;Brasil;;;;19/01/2017;;Ativo;28/10/2023;0;0;56;
10001857;2678;BAR DO DECK;BAR DO DECK;;(16) 99629-1081;;Comércio;Avenida Duque de Caxias;550;14801-120;Centro;;Araraquara;SP;Brasil;21438766000122;;COMODATO 07/11/2017;07/11/2017;;Ativo;08/10/2023;0;0;34;
10001858;COMODATO 13/05/2019;BAR DO PIO;BAR DO PIO;;(16) 99748-1026;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Avenida 36;1018;14810290;Jardim Tabapuã (Vila Xavier);;Araraquara;SP;Brasil;;;;16/05/2019;;Inativo;22/11/2022;0;0;41;
10001859;2930;BAR E RESTAURANTE BOTÂNICO;BAR E RESTAURANTE BOTÂNICO;;(16) 3214-9022;;Comércio;Rua Doutor Gennaro Granata;415;14805010;Jardim Botânico;;Araraquara;SP;Brasil;;;Vista;30/04/2018;;Inativo;08/12/2022;0;0;29;
10001860;;BAR E RESTAURANTE CAMINHONEIRO;BAR E RESTAURANTE CAMINHONEIRO;;(16) 3333-0302;;;Rua Dos Estados;179;00000-000;Quintanilha;;Araraquara;SP;Brasil;;;;02/02/2012;;Deletado;13/03/2020;0;0;4;
10001861;;BAR E RESTAURANTE DO BARBA;BAR E RESTAURANTE DO BARBA;;(16) 3333-1133;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Av Badia Miguel Sabad;3-16;00000-000;Pq Aguateri;;Araraquara;SP;Brasil;;;;13/03/2012;;Ativo;17/12/2023;0;0;69;
10001862;2113;BAR SANTO ARNALDO;BAR SANTO ARNALDO;;(16) 3014-7797;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Avenida Feijó;1036;14801-140;Centro;;Araraquara;SP;Brasil;;;COMODATO 14/04/2016;30/11/2016;;Deletado;15/10/2020;0;0;9;
10001863;;BARONI RESTAURANTE (SHOPPING LUPO);BARONI RESTAURANTE;;(16) 3333-2895;Restaurante;Estabelecimentos Alimentícios;Rua Gonçalves Dias;543;14801290;Centro;;Araraquara;SP;Brasil;;;;19/03/2012;;Ativo;30/09/2023;0;0;64;
10001864;2797;BELLA CAPRI ARARAQUARA;BELLA CAPRI ARARAQUARA;;17981189877;;Comércio;Rua Napoleão Selmi-dei;694;14802-500;Vila Harmonia;;Araraquara;SP;Brasil;;;COMODATO 16/01/2018;17/01/2018;;Ativo;23/02/2024;0;0;20;
10001865;2965;BOKITA LANCHES;BOKITA LANCHES;;(16) 99419-6858;Outros estabelecimentos comerciais;Comércio;Avenida Doutor Gastão Vidigal;137;14802-408;Jardim Primavera;;Araraquara;SP;Brasil;14240813000163;;COMODATO 05/06/2018;06/06/2018;;Inativo;26/07/2022;0;0;14;
10001866;2356;BOTECO DA COXINHA;BOTECO DA COXINHA;;(16) 3014-0800;;Comércio;Avenida Espanha;374;14801-130;Centro;;Araraquara;SP;Brasil;;;COMODATO 07/03/2017 E 10/05/2019;15/12/2016;;Ativo;28/10/2023;0;0;77;
10001867;160;PASTELARIA DONA NITA;PASTELARIA DONA NITA;;(16) 3214-2736;;Comércio;Rua Padre Duarte;970;14801-310;Centro;de 961/962 a 3011/3012;Araraquara;SP;Brasil;;;Prazo;04/11/2010;;Inativo;01/03/2023;0;0;7;
10001868;3489;C E M MARMITARIA;C E M MARMITARIA;;(16) 3319-4713;;Comércio;Rua Itália;732;14800-240;Centro;;Araraquara;SP;Brasil;;;Vista;03/07/2019;;Inativo;18/06/2023;0;0;23;
10001869;COMODATO 01/11/2018, 16/11/2021 E 16/01/22;LA ROSA CANTINA ITALIANA;LA ROSA CANTINA ITALIANA;;(16) 3397-9007;Restaurante;Estabelecimentos Alimentícios;Rua Pedro Álvares Cabral;1139;14801-390;Centro;;Araraquara;SP;Brasil;;;;08/11/2018;;Ativo;12/02/2024;0;0;20;
10001870;COMODATO 02/05/2019;CASA DE CARNE PONTO CERTO (ARARAQUARA);CASA DE CARNE PONTO CERTO (ARARAQUARA);;(16) 3358-0197;Açougues;Comércio;Rua Jose Logatti;319;14802-120;Vila Independência;;Araraquara;SP;Brasil;;;;09/05/2019;;Deletado;16/03/2020;0;0;8;
10001871;253;CASA LIMA;CASA LIMA;;(16) 3357-1006;;Comércio;Avenida José Bonifácio;1487;14801-163;Vila Santana;;Araraquara;SP;Brasil;;;Prazo;23/11/2011;;Ativo;27/01/2024;0;0;20;
10001872;3079;*CAST (APETIT);CAST (APETIT);;;;Comércio;Rua Eduardo de Paulo Rocha de 2500/2501 Ao Fim;S/N;14808-028;1° Distrito Industrial (Albert Geoges Karam);;Araraquara;SP;Brasil;;;Vista;14/08/2018;;Inativo;14/03/2023;0;0;7;
10001873;258;CAT BALOO (SHOPPING LUPO);CAT BALOO;;(16) 3336-8090;;Comércio;Rua Gonçalves Dias;543;14801290;Centro;;Araraquara;SP;Brasil;;;Prazo;24/09/2013;;Ativo;30/09/2023;0;0;56;
10001874;;CELEIRO RESTAURANTE;CELEIRO RESTAURANTE;;(16) 3336-7539;Restaurante;Estabelecimentos Alimentícios;Avenida Maria Antonia Camargo de Oliveira;350;14807-120;Vila Suconasa;;Araraquara;SP;Brasil;;;Vista;18/05/2017;;Ativo;10/10/2023;0;0;56;
10001875;2734;Cheiro Verde;Cheiro Verde;;1634618818;;;Rua José do Patrocínio;237;14810-150;Vila Xavier (Vila Xavier);;Araraquara;SP;Brasil;10260534000100;;Vista;05/12/2017;;Deletado;;;;;
10001876;COMODATO 02/08/2022;CHINA IN BOX ARARAQUARA;CHINA IN BOX ARARAQUARA;;(16) 3331-5403;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua São Bento;2167;14801-300;Centro;;Araraquara;SP;Brasil;28094642000116;;;26/02/2018;;Inativo;12/09/2023;0;0;159;
10001877;538;CHOCOTÂNIA (JAPA CONY);CHOCOTÂNIA (JAPA CONY);;(16) 9792-6352;;;Avenida Brasil;716;14801050;Centro;até 1298/1299;Araraquara;SP;Brasil;;;Prazo;09/02/2012;;Ativo;08/10/2023;0;0;61;
10001878;;CHOPERIA ALDEIA;CHOPERIA ALDEIA;;(16) 99607-4598;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Rua Guarani;2-84;14807-019;Vila Furlan;;Araraquara;SP;Brasil;;;;24/09/2013;;Deletado;;0;0;1;
10001879;;CLAU LANCHES;CLAU LANCHES;;(16) 99765-1043;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Papa Pio XI;269;14807-222;Jardim Martinez;;Araraquara;SP;Brasil;;;;05/12/2014;;Inativo;20/08/2023;0;0;33;
10001880;2943;COMIDA DE MÃE (PADRE DUARTE);COMIDA DE MÃE (PADRE DUARTE);;(16) 99992-5895;Restaurante;Estabelecimentos Alimentícios;Rua Padre Duarte;1699;14801310;Centro;de 961/962 a 3011/3012;Araraquara;SP;Brasil;;;COMODATO 16/03/2016;10/05/2018;;Deletado;27/04/2020;0;0;7;
10001881;356;COXINHA DONA NITA CENTRO;COXINHA DONA NITA CENTRO;;(16) 3337-4572;;Comércio;Av. Dom Pedro II;S/N;14801-040;CENTRO;;Araraquara;SP;Brasil;;;Prazo;12/04/2013;;Deletado;11/09/2020;0;0;19;
10001882;2430;COXINHA DONA NITA MAURICIO GALLI;COXINHA DONA NITA MAURICIO GALLI;;16982571841;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Mauricio Galli;1271;;;;Araraquara;SP;Brasil;;;COMODATO 24/04/2017 E 5/03/2017;17/03/2017;;Deletado;10/08/2020;0;0;59;
10001883;;COXINHA DONA NITA BUENO ANDRADE;COXINHA DONA NITA BUENO ANDRADE;;;;Comércio;Av Dr Nilo Rodrigues Da Silva Distrito Bueno de Andrade;601;14812-000;Distrito de Araraquara;;Araraquara;SP;Brasil;16382674000138;;COMODATO 26/02/2019, 05/12/2018, 05/09/2018, 09/04/2019, 28/11/2017, 24/02/2020 E 13/03/2020;27/11/2017;;Deletado;09/07/2020;0;0;29;
10001884;3386;COXINHA DONA NITA SETE DE SETEMBRO;COXINHA DONA NITA SETE DE SETEMBRO;;(16) 99629-0381;Outros negócios alimentícios;Estabelecimentos Alimentícios;Avenida Sete de Setembro;1280;;Centro;;Araraquara;SP;Brasil;33208401000190;;;02/05/2019;;Deletado;13/06/2020;0;0;30;
10001885;3080;COZINHA EXTRA;COZINHA EXTRA;araraquara.extrasp@gastroservice.com.br;(16) 3303-9530;Refeitório;Estabelecimentos Alimentícios;Avenida José Bonifácio;483;14801-150;Centro;;Araraquara;SP;Brasil;02031555000126;;;14/08/2018;;Inativo;28/10/2022;0;0;11;
10001886;359;Cozinha da Unesp;Cozinha da Unesp;;;;;Rodovia Araraquara Jaú Km 1;;00000-000;;;Araraquara;SP;Brasil;;;Prazo;02/08/2013;;Deletado;;0;0;1;
10001887;3430;COZINHA SÓ ALEGRIA;COZINHA SÓ ALEGRIA;cozinhasoalegria@hotmail.com;(16) 99633-2393;;;Avenida Pedro Jacob Celli;383;14810216;Vila Cidade Industrial (Vila Xavier);;Araraquara;SP;Brasil;;;;27/05/2019;;Inativo;13/09/2023;0;0;137;
10001888;COMODATO 27/08/2019;CHEF FÁCIL;CHEF FÁCIL;;(16) 3472-6104;Outros negócios alimentícios;Estabelecimentos Alimentícios;Rua Aldo Pacchioni;33;14807-192;Jardim Mangiacapra;;Araraquara;SP;Brasil;;;;06/06/2019;;Inativo;07/11/2022;0;0;29;
10001889;;DNOBLES;DNOBLES;;(16) 3014-0501;Restaurante;Estabelecimentos Alimentícios;Alameda Paulista;2450;00000-000;;;Araraquara;SP;Brasil;;;;30/11/2016;;Deletado;29/12/2019;0;0;4;
10001890;;DANDARA FERRO VELHO;DANDARA FERRO VELHO;;(16) 9325-2843;Outros estabelecimentos comerciais;Comércio;Rua Doutor José de Freitas Madeira;316;14806303;Jardim Roberto Selmi Dei;;Araraquara;SP;Brasil;;;;08/05/2013;;Ativo;20/10/2023;0;0;64;
10001891;;DEGUSTE RESTAURANTE (SHOPPING LUPO);DEGUSTE RESTAURANTE;;(16) 3333-4434;Restaurante;Estabelecimentos Alimentícios;Rua Gonçalves Dias;543;14801-290;Centro;;Araraquara;SP;Brasil;;;;14/05/2012;;Ativo;27/09/2023;0;0;75;
10001892;COMODATO 07/05/2021;DOG 10;DOG 10;;(16) 3335-9083;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Carlos Gomes;3348;14802-165;Vila Yamada;;Araraquara;SP;Brasil;;;;17/07/2019;;Inativo;17/10/2022;0;0;16;
10001893;COMODATO 028/01/2018;ELIS MARMITARIA;ELIS MARMITARIA;;(16) 3339-2588;Cozinha Brasileira;Estabelecimentos Alimentícios;Avenida João Baptista de Oliveira;680;14810-118;Vila Xavier (Vila Xavier);;Araraquara;SP;Brasil;24917273000163;;;03/01/2018;;Inativo;13/11/2022;0;0;42;
10001894;;EMPÓRIO DO PASTEL;EMPÓRIO DO PASTEL;;(16) 3331-4119;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Pedro Paulo Antonietto;17;14804-238;Residencial Acapulco;;Araraquara;SP;Brasil;;;;30/04/2013;;Ativo;26/01/2024;0;0;42;
10001895;3490;ESPAÇO MIMAS FEST;ESPAÇO MIMAS FEST;;(16) 99756-7500;Outros estabelecimentos comerciais;Comércio;Rua Victor Lacorte;1623;14801-492;Vila Santana;;Araraquara;SP;Brasil;;;Vista;04/07/2019;;Ativo;19/10/2023;0;0;43;
10001896;COMODATO 15/01/2016 - 09/12/2015;ESQUINA ÁRABE DRIVE;ESQUINA ÁRABE DRIVE;;(16) 3324-3040;;;Rua 9 de Julho;1597;14801-295;Centro;de 111/112 a 2169/2170;Araraquara;SP;Brasil;;;;30/11/2016;;Ativo;12/10/2023;0;0;111;
10001897;;ESQUINA DA ESFIHA;ESQUINA DA ESFIHA;;(16) 3336-2317;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua 9 de Julho;15-97;14800-409;Centro;;Araraquara;SP;Brasil;;;;19/03/2012;;Inativo;04/07/2023;0;0;26;
10001898;;HYUNDAI ROTEM BRASIL (ESSENCIAL);HYUNDAI ROTEM BRASIL (ESSENCIAL);HYUNDAI@ESSENCIALNUTRICAO.COM.BR;(16) 3508-7971;Refeitório;Indústrias;Avenida Marginal;26-036;14801-478;Jardim Morumbi;;Araraquara;SP;Brasil;04026681005187;;;05/07/2019;;Inativo;23/04/2023;0;0;11;
10001899;COMODATO 16/07/2021;CUTRALE (ESSENCIAL);CUTRALE (ESSENCIAL);cutrale.araraquara@essencialnutricao.com.br;(16) 3301-1427;Refeitório;Estabelecimentos Alimentícios;Avenida Padre José de Anchieta;470;14807-000;Vila Furlan;;Araraquara;SP;Brasil;04026681002404;;;30/07/2013;;Ativo;02/01/2024;0;0;36;
10001900;;CHARMOSO BURGER;CHARMOSO BURGER;;(16) 3010-0875;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Padre Duarte;2106;14801-310;Centro;de 961/962 a 3011/3012;Araraquara;SP;Brasil;;;;10/01/2017;;Ativo;20/10/2023;0;0;60;
10001901;2730;ESTAÇÃO AÇAI;ESTAÇÃO AÇAI;;(16) 99702-0934;;Comércio;Av Nilo Rodrigues Da Silva;917;14820-000;;;Araraquara;SP;Brasil;30612770800;;Vista;01/12/2017;;Deletado;;0;0;1;
10001902;;FABINHO LANCHES;FABINHO LANCHES;;(16) 3335-1825;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Carlos de Almeida Filho;181;14804-084;Parque Residencial Vale do Sol;;Araraquara;SP;Brasil;;;;30/04/2012;;Ativo;19/10/2023;0;0;68;
10001903;1770;Franco Restaurante;Franco Restaurante;;16997311771;;;Av São Bento;2244;00000-000;;;Araraquara;SP;Brasil;;;Prazo;16/03/2015;;Deletado;;0;0;1;
10001904;503;FRANGO NA BRASA (PAULISTA);FRANGO NA BRASA (PAULISTA);;(16) 3322-2036;;;Alameda Paulista;13-60;14810-256;Jardim Floridiana (Vila Xavier);;Araraquara;SP;Brasil;;;Prazo;21/01/2011;;Inativo;26/11/2022;0;0;30;
10001905;;FRANGO NA BRASA (ITALIA);FRANGO NA BRASA (ITALIA);;(16) 3332-2036;;;Rua Itália;1160;14801-350;Centro;;Araraquara;SP;Brasil;;;SOMENTE 10:30 ÀS 14:00;04/11/2010;;Ativo;02/10/2023;0;0;55;
10001906;;FRANGO RICO;FRANGO RICO;;(14) 3336-2210;;;Rua Gonçalves Dias Esq. do Corpo de Bombeiros;1879;14801-290;Centro;;Araraquara;SP;Brasil;;;;24/06/2011;;Ativo;20/09/2023;0;0;202;
10001907;COMODATO 09/09/2017 E 23/05/2018;FRANGO TRUCK;FRANGO TRUCK;;(16) 3463-7023;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida 15 de Novembro;1586;14801-030;Centro;;Araraquara;SP;Brasil;23694728000166;;SEG, TER 09h00 ÀS 12h00 E QUA, QUI E SEX 07h00 ÀS 1200;11/09/2017;;Ativo;14/10/2023;0;0;85;
10001908;2455;FRATELLO BAR E LANCHONETE;FRATELLO BAR E LANCHONETE;;(16) 3010-5859;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Nove de Julho;1794;;;;Araraquara;SP;Brasil;;;;30/03/2017;;Ativo;13/10/2023;0;0;43;
10001909;3283;Geraldo Sucatas (Nenir);Geraldo Sucatas (Nenir);;16988317150;;;Av: Prof Mario Teixeira Mariano;21;;;;Araraquara;SP;Brasil;;;Vista;17/01/2019;;Deletado;19/10/2019;0;0;2;
10001910;;GRILETTO;GRILETTO;;(16) 3331-6117;;;Shopping Jaragua;S/N;00000-000;;;Araraquara;SP;Brasil;;;;30/11/2016;;Deletado;05/12/2020;0;0;8;
10001911;559;GULAS ROTISSERIE;GULAS ROTISSERIE;;(16) 3214-1013;Outros estabelecimentos comerciais;Comércio;Alameda Paulista;1879;14810282;Jardim Paulistano (Vila Xavier);de 1621/1622 a 2328/2329;Araraquara;SP;Brasil;;;Prazo;30/07/2012;;Deletado;11/12/2020;0;0;9;
10001912;563;HABIBS ARARAQUARA;HABIBS ARARAQUARA;;(16) 3114-2542;;Comércio;Rua Gonçalves Dias;2040;14802-416;Jardim Primavera;;Araraquara;SP;Brasil;;;;05/04/2011;;Deletado;15/02/2021;0;0;67;
10001913;1546;HEINEKEN;HEINEKEN SODEXO;;(16) 3301-3532;;;Washington Luiz Av Aroeiros 75;310;00000-000;;;Araraquara;SP;Brasil;;;Prazo;18/11/2014;;Inativo;08/06/2023;0;0;22;
10001914;COMODATO 03/05/2018;HELENA RODRIGUES DE ABREU;HELENA RODRIGUES DE ABREU;;(16) 3114-8789;Residência;Domiciliar;Avenida Guido Bonetti;56;14802-105;Jardim Biagioni;;Araraquara;SP;Brasil;;;;04/05/2018;;Deletado;05/01/2021;0;0;5;
10001915;581;HOTEL FAZENDA SALTO GRANDE;HOTEL FAZENDA SALTO GRANDE;;(16) 3301-2160;;Comércio;Rodovia Washington Luis Km 273;KM 273;00000-000;;;Araraquara;SP;Brasil;;;Prazo;13/03/2012;;Ativo;22/09/2023;0;0;110;
10001916;3481;HOTEL IBIS 2.0;ATRIO HOTEIS S/A;;(16) 3332-8080;;Comércio;Avenida Padre José de Anchieta de 1510 Ao Fim - Lado Par;1561;14807-057;Vila Guaianazes;;Araraquara;SP;Brasil;80732928004944;;Vista;26/06/2019;;Ativo;02/02/2024;0;0;16;
10001917;COMODATO 16/04/2019;JÁ 1000 LANCHES;JÁ 1000 LANCHES;;1633392909;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Alameda Paulista;1157;;Vila Xavier;;Araraquara;SP;Brasil;;;;17/04/2019;;Inativo;08/11/2022;0;0;12;
10001918;;JOHN BEAN;JOHN BEAN;;(16) 3301-2000;;;Av Eng Camilo Dinucci Distrito Ind;4605;00000-000;;;Araraquara;SP;Brasil;;;;30/11/2016;;Inativo;08/10/2022;0;0;4;
10001919;1566;KENK OFF RESTAURANTE;KENK OFF RESTAURANTE;;(16) 99737-8861;;Comércio;Rua José do Amaral Velosa;51;14806037;Jardim das Roseiras;até 328/329;Araraquara;SP;Brasil;;;Prazo;27/11/2014;;Inativo;16/09/2022;0;0;34;
10001920;632;KERO KERO;KERO KERO;;(16) 3336-0903;Outros estabelecimentos comerciais;Comércio;Rua Carlos Gomes;33-23;14802-165;Vila Yamada;;Araraquara;SP;Brasil;;;COMODATO 10/05/2019;19/03/2012;;Inativo;19/05/2023;0;0;33;
10001921;COMODATO 16/12/2017;KI JAPANESSE;KI JAPANESSE;;(16) 3397-2585;Outros estabelecimentos comerciais;Comércio;Rua Padre Duarte;2405;14801310;Centro;;Araraquara;SP;Brasil;11702872000118;;;30/12/2014;;Ativo;01/10/2023;0;0;170;
10001922;COMODATO 16/08/2017;KIBELANCHES (FÁBRICA);KIBELANCHES (FÁBRICA);;(16) 3336-8568;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Cristóvão Colombo;1133;14801-200;Centro;;Araraquara;SP;Brasil;53744751000189;;;02/06/2011;;Ativo;21/09/2023;0;0;200;
10001923;665;LANCHONETE TONIN;LANCHONETE TONIN;;(16) 9753-5685;;;Rua Castro Alves;3445;14801-450;Centro;DENTRO DO ATACADÃO;Araraquara;SP;Brasil;;;Prazo;16/02/2013;;Ativo;18/01/2024;0;0;38;
10001924;;LANCHONETE DO CAIZ;LANCHONETE DO CAIZ;;(16) 3357-2615;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Dos Ferroviários;487;14810-214;Vila Cidade Industrial (Vila Xavier);;Araraquara;SP;Brasil;;;;16/02/2012;;Ativo;22/09/2023;0;0;50;
10001925;COMODATO 05/02/2019;LEITOA E CIA;LEITOA E CIA;;(16) 3311-6746;Restaurante;Estabelecimentos Alimentícios;Rua São Bento;2149;14801-300;Centro;;Araraquara;SP;Brasil;07062509000108;;;05/09/2010;;Ativo;18/09/2023;0;0;204;
10001926;;MEXICANITO COZINHA MEXICANA;MEXICANITO COZINHA MEXICANA;;(16) 99177-4782;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Av Prof. Jorge Correa Centro;640;00000-000;;;Araraquara;SP;Brasil;;;;30/11/2016;;Ativo;24/10/2023;0;0;33;
10001927;COMODATO 25/01/2019;LUGS BATATA BELGA ARARAQUARA;LUGS BATATA BELGA ARARAQUARA;;(16) 99761-3956;;;Avenida Alberto Benassi;2270;14804-300;Jardim Bandeirantes;;Araraquara;SP;Brasil;11830124000110;;;28/01/2019;;Deletado;27/09/2020;0;0;34;
10001928;COMODATO 01/07/2020;MAGIC DAY;MAGIC DAY;;(16) 99293-6654;Outros estabelecimentos comerciais;Comércio;Rua Barão do Rio Branco;1110;14810-100;Vila Xavier (Vila Xavier);;Araraquara;SP;Brasil;;;;30/11/2016;;Ativo;30/07/2024;0;0;8;
10001929;2432;MAIS SABOR;MAIS SABOR;;(16) 3472-2338;;;Djalma Dutra (Shop. Carmo);S/N;;;;Araraquara;SP;Brasil;13857448806;;Prazo;17/03/2017;;Deletado;;0;0;1;
10001930;;MALAGUETA MARMITARIA;MALAGUETA MARMITARIA;;(16) 3357-1825;Restaurante;Estabelecimentos Alimentícios;Rua Maurício Galli;191;14806-155;Vila Sedenho;;Araraquara;SP;Brasil;;;;30/07/2012;;Inativo;29/01/2023;0;0;28;
10001931;2776;Mama Rita Restaurante;Mama Rita Restaurante;;1631142616;;;Av Francisco Vaz Filho;3318;;;;Araraquara;SP;Brasil;34617161899;;Vista;03/01/2018;;Deletado;;;;;
10001932;2971;MARMITARIA DA NEIVA;MARMITARIA DA NEIVA;;(16) 3322-4606;;Comércio;Rua Princesa Izabel;507;14810-043;Vila Xavier (Vila Xavier);até 798/799;Araraquara;SP;Brasil;;;comodato  17/07/2018;13/06/2018;;Inativo;15/11/2022;0;0;13;
10001933;COMODATO 25/08/2016;MERCEARIA GARROTE;MERCEARIA GARROTE;;(16) 3337-3079;;;Av Espirito Santo;197;;;;Araraquara;SP;Brasil;;;;17/05/2017;;Deletado;11/08/2020;0;0;2;
10001934;;MISTER BURGUER;MISTER BURGUER;;(16) 3357-5030;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua 9 de Julho;2012;14801-295;Centro;;Araraquara;SP;Brasil;;;;21/01/2011;;Inativo;11/01/2023;0;0;23;
10001935;;SAPORE (SHOPPING LUPO);SAPORE (SHOPPING LUPO);;(16) 3333-7880;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Gonçalves Dias;543;14801-290;Centro;;Araraquara;SP;Brasil;;;;19/03/2012;;Ativo;29/09/2023;0;0;66;
10001936;3379;MONTEZINOS RESTAURANTE;MONTEZINOS RESTAURANTE;;(16) 3461-6866;;;Rua Padre Duarte;2439;14801-310;Centro;;Araraquara;SP;Brasil;;;Vista;25/04/2019;;Ativo;28/09/2023;0;0;38;
10001937;792;NA BRASA ROTISSERIE (ARARAQUARA);NA BRASA ROTISSERIE (ARARAQUARA);;(16) 3336-4499;;;Rua Voluntários Da Pátria;2451;14801-320;Centro;;Araraquara;SP;Brasil;;;Prazo;21/01/2011;;Ativo;30/09/2023;0;0;149;
10001938;2715;Ricardo Lanches;Naka Açai e Pastel;;1632148645;;;Rua Bento Rodrigues Machado;;;Jardim Vale do Sol;;Araraquara;SP;Brasil;21397636000199;;Vista;28/11/2017;;Deletado;;;;;
10001939;COMODATO 31/07/2018;NÓS EM CENA DECK BAR;NÓS EM CENA DECK BAR;;(16) 3357-4049;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Avenida Rodrigo Fernando Grillo;515;14801-534;Jardim Dos Manacás;;Araraquara;SP;Brasil;24237346000176;;;02/08/2018;;Ativo;15/09/2023;0;0;162;
10001940;3332;PADARIA SANTANA;PADARIA SANTANA;;(16) 3333-7492;Cafeteria / Confeitaria;Estabelecimentos Alimentícios;Avenida Badia Miguel Saba;707;14808-219;Doutor Tancredo de Almeida Neves;;Araraquara;SP;Brasil;27587664000155;;;14/03/2019;;Ativo;14/10/2023;0;0;36;
10001941;;PANIFICADORA ESTRELA;PANIFICADORA ESTRELA;;(16) 3337-3230;Padaria;Estabelecimentos Alimentícios;Alameda Paulista;1906;14810-282;Jardim Paulistano (Vila Xavier);de 1621/1622 a 2328/2329;Araraquara;SP;Brasil;;;;12/03/2018;;Inativo;27/09/2022;0;0;27;
10001942;3037;PANIFICADORA PÃO DA TERRA;PANIFICADORA PÃO DA TERRA;adm@paodaterra.com.br;(16) 3335-4412;;;Rua Henrique Lupo;1051;14802-446;Jardim Eldorado;;Araraquara;SP;Brasil;03185656000114;;COMODATO 12/09/2019;19/07/2018;;Inativo;24/11/2022;0;0;15;
10001943;COMODATO 09/06/2020;PARAÍSO DA CARNE (SETE DE SETEMBRO);PARAÍSO DA CARNE (SETE DE SETEMBRO);;(16) 3359-0913;Padaria;Estabelecimentos Alimentícios;Avenida Sete de Setembro;1116;14801-010;Centro;de 190 ao fim - lado par;Araraquara;SP;Brasil;;;;19/12/2018;;Ativo;04/10/2023;0;0;75;
10001944;;PANIFICADORA TAYRONA;PANIFICADORA TAYRONA;;(16) 3324-2172;Padaria;Estabelecimentos Alimentícios;Rua Maurício Galli;446;14806-155;Vila Sedenho;;Araraquara;SP;Brasil;;;;17/04/2012;;Inativo;13/02/2023;0;0;14;
10001945;;PANIFICADORA VALE DO SOL;PANIFICADORA VALE DO SOL;;(16) 3336-2926;Padaria;Estabelecimentos Alimentícios;Rua Atílio Jurisato;110;14804-091;Parque Residencial Vale do Sol;;Araraquara;SP;Brasil;72880743000104;;COMODATO 10/04/2019;11/04/2019;;Ativo;30/10/2023;0;0;46;
10001946;2761;PASTÉIS KARISMA;PASTÉIS KARISMA;;(16) 99769-6716;Outros estabelecimentos comerciais;Comércio;Av São Geraldo;443;14801-210;;;Araraquara;SP;Brasil;;;comodato 20/02/2018;20/12/2017;;Ativo;25/10/2023;0;0;42;
10001947;;PÉ NA COVA;PÉ NA COVA;;1632414080;Outros estabelecimentos comerciais;Comércio;Avenida Brasil;1037;14801-050;Centro;;Araraquara;SP;Brasil;;;;01/08/2014;;Ativo;14/09/2023;0;0;204;
10001948;02/10/2018, 28/08/2018 E 02/05/2018;PONTO GRILL;PONTO GRILL;;(16) 3114-2636;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Italia;3-93;14800-240;Centro;;Araraquara;SP;Brasil;04894579000134;;;03/05/2018;;Ativo;21/09/2023;0;0;204;
10001949;;VILA LANCHES;VILA LANCHES;;(16) 3339-1707;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua José do Patrocínio;190;14810150;Vila Xavier (Vila Xavier);;Araraquara;SP;Brasil;;;;05/09/2010;;Ativo;20/10/2023;0;0;66;
10001950;;PRIMI RESTAURANTE;PRIMI RESTAURANTE;;(16) 3336-4355;Restaurante;Estabelecimentos Alimentícios;Rua Napoleão Selmi-dei;303;14802-500;Vila Harmonia;;Araraquara;SP;Brasil;;;;08/05/2013;;Ativo;20/02/2024;0;0;21;
10001951;3330;BARRACÃO DA VILA;BARRACÃO DA VILA;;16996331905;;Comércio;Av. Bahia;2535;;;;Araraquara;SP;Brasil;;;Vista;13/03/2019;;Deletado;26/01/2021;0;0;2;
